ZipCode,Latitude,Longitude,NumberofBuildings,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions
98101.0,47.61164,-122.33446,1.0,64821.0,40629.0,13039.0,70.2,9671619.0,185.03
98101.0,47.61185,-122.33421,0.0,166960.0,69947.0,27400.0,62.8,7273155.5,147.75
98101.0,47.61043,-122.33206,1.0,1314475.0,389860.0,30744.0,97.0,49517704.0,525.78
98101.0,47.60967,-122.33229,1.0,748011.0,36606.0,9975.0,96.0,26689658.0,216.43
98101.0,47.60909,-122.33202,1.0,342952.0,106466.0,10808.2,74.0,19397324.0,135.23
98101.0,47.61029,-122.34089,1.0,104788.0,11844.0,528.0,89.0,4757299.5,33.17
98121.0,47.61116,-122.34748,1.0,70090.0,1672.0,5260.6,72.0,4549892.0,31.72
98121.0,47.6117,-122.34778,1.0,150969.0,41829.0,17395.240039,72.0,13329024.0,92.92
98121.0,47.61252,-122.34351,1.0,146689.0,15660.0,4690.4,62.8,14436982.0,100.65
98101.0,47.61108,-122.34217,1.0,93879.0,7500.0,7374.6,96.0,5327249.5,281.55
98121.0,47.61304,-122.34059,1.0,38880.0,12960.0,4481.2,83.0,2429021.0,44.48
98101.0,47.61229,-122.33903,3.0,155000.0,145594.0,103200.0,58.4,20779796.0,418.9
98181.0,47.61098,-122.33815,1.0,509342.0,380639.0,7840.8,60.0,17666646.0,328.83
98101.0,47.61,-122.32922,1.0,206950.0,69568.4,10808.2,39.6,19295226.0,249.09
98101.0,47.61048,-122.32837,1.0,46710.0,13523.2,5827.8,43.2,4169431.5,130.69
98101.0,47.61048,-122.32837,1.0,162000.0,104000.0,17030.2,65.0,13911761.0,201.15
98104.0,47.60921,-122.32425,1.0,270384.0,270383.0,58391.579688000005,58.0,21156670.0,147.49
98109.0,47.61915,-122.34857,1.0,164332.0,108781.0,54184.0,100.0,55073120.0,456.22
98109.0,47.61915,-122.34857,1.0,104922.0,54385.0,37721.0,100.0,75073888.0,530.59
98109.0,47.62036,-122.34588,1.0,109017.0,47788.4,19391.4,34.0,9474745.0,243.66
98119.0,47.62177,-122.36158,1.0,228504.0,47404.0,8796.2,77.0,16373232.0,114.14
98104.0,47.56064,-122.32522,1.0,123061.0,24227.0,4139.6,59.0,1987934.625,13.86
98108.0,47.54868,-122.3255,1.0,40272.0,18818.0,13703.8,45.0,2756214.75,117.11
98108.0,47.5471,-122.32406,1.0,106001.0,9004.2,4508.4,93.0,763364.5,5.32
98102.0,47.63349,-122.32634,1.0,125779.0,32821.0,20000.0,19.0,18309150.0,236.9
98108.0,47.53764,-122.3232,1.0,118733.0,8627.2,4508.4,97.0,775729.1875,5.44
98109.0,47.62958,-122.32826,1.0,82098.0,16636.6,12480.2,81.0,4342597.0,30.27
98119.0,47.62566,-122.34287,1.0,95721.0,31746.0,7211.4,95.0,3063504.5,21.36
98109.0,47.62929,-122.34194,2.0,105563.0,0.0,6844.4,83.0,5661689.5,39.47
98103.0,47.64776,-122.33924,1.0,63199.0,77993.6,7940.4,7.0,11319836.0,374.92
98125.0,47.70105,-122.32659,1.0,71751.0,0.0,2689.4,56.0,5134607.5,35.8
98115.0,47.69999,-122.32663,1.0,85339.0,0.0,3675.8,53.0,6029121.5,42.03
98115.0,47.69917,-122.3268,1.0,91281.0,30177.0,5931.0,93.0,5535626.0,38.59
98115.0,47.70063,-122.32487,1.0,53730.0,0.0,3957.2,20.0,4742869.0,33.06
98101.0,47.5671,-122.36416,1.0,55593.0,13856.4,5827.8,55.0,4224872.5,93.23
98109.0,47.62269,-122.33224,1.0,72066.0,59137.0,3157.2,54.0,4695139.0,32.73
98199.0,47.5653,-122.33076,1.0,158415.0,84445.4,28783.779688000002,25.0,22394416.0,454.49
98109.0,47.61907,-122.33651,1.0,155985.0,88350.0,15630.0,84.2,48406556.0,349.07
98101.0,47.60953,-122.32793,1.0,158738.0,216829.6,94930.6,75.6,61762380.0,1268.87
98109.0,47.62003,-122.35706,1.0,58195.0,28800.0,7952.4,81.0,2991674.75,20.86
98107.0,47.66057,-122.36857,1.0,102653.0,74102.0,0.0,62.0,18390344.0,326.18
98109.0,47.62402,-122.33755,1.0,118016.0,66234.0,1595.0,95.0,5671256.0,40.47
98109.0,47.62348,-122.33743,1.0,54880.0,320.0,7213.2,65.0,11594121.0,269.71
98109.0,47.62254,-122.33753,1.0,176171.0,72375.4,16764.0,60.6,33713876.0,849.83
98109.0,47.62286,-122.33804,1.0,79384.0,52582.0,3027.0,96.0,3238216.0,22.57
98109.0,47.62383,-122.3356,1.0,168132.0,96918.0,16862.0,96.0,7851334.5,61.93
98109.0,47.62572,-122.33389,1.0,127800.0,20768.0,14717.6,56.0,2767491.0,29.53
98109.0,47.62855,-122.33035,1.0,372503.0,189133.0,51516.2,71.0,30083496.0,632.4
98109.0,47.62621,-122.33128,1.0,131592.0,83178.0,7662.6,49.0,11963428.0,94.64
98109.0,47.62855,-122.33035,1.0,535947.0,103983.0,66041.8,67.8,131373880.0,3995.45
98109.0,47.62121,-122.33885,1.0,72407.0,49314.0,37406.0,68.2,31371618.0,726.96
98109.0,47.62137,-122.33744,1.0,113803.0,79091.0,15803.0,97.0,6917478.5,122.68
98109.0,47.62131,-122.33814,1.0,178628.0,99368.0,6015.0,97.0,7519466.5,69.59
98109.0,47.62002,-122.33687,1.0,29732.0,17372.0,13639.0,66.0,2755829.0,74.1
98109.0,47.62405,-122.34036,1.0,103135.0,104751.6,8478.6,71.6,24395228.0,587.16
98109.0,47.62405,-122.34036,1.0,175364.0,173235.0,88901.0,67.2,45252356.0,1019.53
98119.0,47.62115,-122.3597,1.0,64752.0,21396.0,7283.6,80.0,3415561.25,23.81
98119.0,47.62224,-122.3585,1.0,66648.0,15167.0,12515.2,69.0,3632613.75,25.32
98119.0,47.62224,-122.3585,1.0,66747.0,28285.0,5899.0,86.0,3493093.75,24.35
98119.0,47.62014,-122.35768,1.0,69691.0,17487.0,5899.0,75.0,3484915.5,24.29
98105.0,47.65821,-122.31831,1.0,108344.0,88405.0,10808.2,5.0,19165116.0,477.87
98105.0,47.65884,-122.3183,1.0,95995.0,27284.8,10629.8,21.0,8422861.0,77.99
98107.0,47.66838,-122.3931,2.0,97179.6,23973.2,6844.4,83.2,5697472.5,163.83
98126.0,47.56885,-122.37121,1.0,98475.0,8249.8,5476.8,83.0,1090496.625,22.44
98109.0,47.62667,-122.32965,1.0,215602.0,63253.0,39895.4,23.0,42709624.0,1032.63
98125.0,47.7237,-122.29232,1.0,121087.0,0.0,0.0,78.0,14512786.0,277.98
98134.0,47.56895,-122.33775,1.0,63225.0,45099.2,5035.6,100.0,6522551.5,45.47
98118.0,47.56548,-122.35378,0.0,91532.0,22248.0,6897.0,63.8,3574542.25,121.98
98134.0,47.56419,-122.34262,1.0,325424.0,23669.0,3973.8,100.0,1396082.25,41.8
98103.0,47.64942,-122.35024,1.0,156312.0,116440.0,7500.0,67.6,11521702.0,80.32
98109.0,47.63549,-122.34103,1.0,72000.0,15000.0,4984.2,74.6,6876439.5,47.94
98133.0,47.72053,-122.34739,1.0,107931.0,16258.8,12683.2,72.0,8773058.0,110.46
98133.0,47.72377,-122.34095,1.0,67155.0,8441.2,3206.6,38.0,784364.5,10.24
98133.0,47.72546,-122.34659,6.0,124231.0,0.0,11094.8,43.8,9814820.0,226.43
98133.0,47.72803,-122.34214,0.0,144776.0,67562.2,17395.240039,56.0,13424079.0,237.39
98133.0,47.7249,-122.34332,1.0,57805.0,56312.0,6616.4,79.0,17225444.0,553.27
98133.0,47.7235,-122.34458,1.0,50065.0,0.0,9586.4,78.0,8663691.0,158.92
98103.0,47.65086,-122.35412,1.0,96504.0,19679.0,6876.6,73.0,4991360.5,34.9
98103.0,47.64963,-122.35158,1.0,90000.0,15239.2,6304.2,84.0,3897738.0,27.17
98103.0,47.64849,-122.35041,1.0,62232.0,33709.0,6297.6,70.0,5413418.0,37.74
98103.0,47.64822,-122.34848,1.0,152579.0,93893.0,7500.0,96.0,11325513.0,94.47
98103.0,47.64882,-122.34905,1.0,138995.0,24549.0,9586.4,89.0,8651835.0,85.01
98101.0,47.6074,-122.33777,1.0,119815.0,63101.0,26380.0,91.6,52960796.0,1623.34
98108.0,47.55146,-122.32832,1.0,243018.0,108408.0,8939.6,95.0,7683885.0,53.57
98108.0,47.54983,-122.32858,1.0,70000.0,20000.0,4591.6,87.0,1429146.375,17.17
98108.0,47.55032,-122.32614,1.0,50200.0,12277.8,7607.4,92.0,1047461.0,32.22
98107.0,47.66891,-122.38528,1.0,53993.0,24744.0,4500.0,56.8,4758198.0,120.24
98107.0,47.66724,-122.38553,1.0,63240.0,6668.0,2648.2,100.0,227566.7031,8.15
98107.0,47.66233,-122.3748,1.0,182454.0,130744.0,6332.4,68.0,17085344.0,413.35
98119.0,47.64676,-122.37581,1.0,130293.0,8800.0,2902.0,79.6,465533.3125,3.25
98119.0,47.65567,-122.37478,1.0,106041.0,7826.4,5513.6,94.0,1123943.0,25.58
98119.0,47.63634,-122.3754,1.0,94470.0,12962.6,6287.0,95.6,1000796.875,33.18
98104.0,47.59963,-122.32796,1.0,150840.0,26946.0,2155.0,88.0,7637986.0,53.25
98105.0,47.66178,-122.31812,1.0,69800.0,0.0,3026.2,100.0,318962.8125,2.22
98108.0,47.54769,-122.3251,1.0,22780.0,8834.4,2902.0,33.0,402051.3125,2.8
98168.0,47.54187,-122.32714,1.0,124423.0,0.0,5190.8,62.0,5464762.0,237.36
98104.0,47.60411,-122.33225,1.0,227556.0,77887.79688,10365.6,95.0,8493420.0,59.21
98168.0,47.54187,-122.32714,1.0,49918.0,0.0,3828.4,72.0,1529510.25,42.65
98108.0,47.54621,-122.33486,1.0,57540.0,11813.8,6977.0,26.0,2582687.0,76.68
98108.0,47.54853,-122.32814,1.0,85400.0,7321.0,3828.4,49.0,1536998.25,10.72
98108.0,47.54912,-122.32819,1.0,55700.0,8361.8,6065.0,63.0,519806.0938,3.62
98108.0,47.54965,-122.3278,1.0,52759.0,0.0,5491.8,96.0,1794187.25,46.93
98109.0,47.62476,-122.34843,1.0,78672.0,10902.4,7159.2,98.0,2179719.75,28.63
98133.0,47.71286,-122.34422,1.0,64660.0,3132.8,1716.2,89.0,325513.0,6.32
98122.0,47.61552,-122.31744,1.0,28442.0,28441.0,18961.0,59.2,3684188.5,38.48
98134.0,47.5701,-122.33342,1.0,162425.0,28090.6,19292.8,25.0,9357230.0,204.81
98134.0,47.56874,-122.33303,1.0,101101.0,108092.2,38101.379688,1.0,21795830.0,152.71
98134.0,47.57023,-122.33241,1.0,59504.0,8295.4,7129.8,80.0,1061458.25,32.02
98134.0,47.56785,-122.33361,1.0,45340.0,11520.0,2689.4,40.8,5094197.0,74.31
98134.0,47.56637,-122.33273,1.0,100000.0,4099.0,0.0,60.0,17695420.0,142.36
98103.0,47.69267,-122.35506,1.0,51722.0,0.0,5782.2,41.0,14715262.0,414.43
98155.0,47.73315,-122.3105,1.0,44431.0,84955.6,5520.8,37.0,11054535.0,272.54
98109.0,47.62029,-122.33078,1.0,217977.0,4569.0,0.0,95.0,9058916.0,54.92
98109.0,47.62,-122.33027,1.0,98863.0,18512.4,9372.6,42.0,9937707.0,190.61
98144.0,47.59367,-122.30957,1.0,60676.0,13780.0,1324.0,32.0,5444253.5,38.55
98144.0,47.59388,-122.31124,1.0,60732.0,8142.0,7852.6,89.0,3181045.5,90.24
98105.0,47.66517,-122.30186,1.0,83715.0,18575.0,3675.8,26.0,6062770.5,49.17
98122.0,47.6144,-122.30982,1.0,74864.0,14176.4,8764.8,51.8,12232124.0,85.28
98108.0,47.56407,-122.32765,1.0,263528.0,60388.0,12100.2,92.0,8024064.5,262.45
98144.0,47.5928,-122.31599,1.0,218918.0,156487.0,84051.89844,66.0,21027396.0,247.35
98102.0,47.64037,-122.32626,1.0,50235.0,25525.0,2875.0,50.2,4855036.5,33.85
98108.0,47.53687,-122.33316,1.0,63896.0,33712.0,4139.6,94.0,1988334.5,42.25
98109.0,47.62405,-122.33084,1.0,20000.0,15000.0,10000.0,66.8,2603931.25,63.89
98109.0,47.62488,-122.33007,1.0,78521.0,66650.0,2689.4,62.0,5135040.0,35.8
98125.0,47.70759,-122.3255,1.0,302812.0,39637.8,11541.8,97.0,7290824.5,129.29
98133.0,47.70744,-122.33171,1.0,78200.0,31319.0,14005.2,53.0,9080022.0,293.55
98125.0,47.7094,-122.31843,0.0,98539.0,8636.0,5190.8,58.0,5450441.5,46.49
98144.0,47.70732,-122.33279,1.0,86483.0,0.0,4942.4,56.0,6361236.5,44.35
98106.0,47.53926,-122.34143,1.0,34400.0,17200.0,3559.8,75.0,1124543.125,22.1
98106.0,47.53689,-122.33847,1.0,140520.0,16110.2,8280.0,61.0,2225512.0,57.73
98109.0,47.63116,-122.34193,1.0,91645.0,66288.0,2293.6,95.0,4636396.5,58.88
98133.0,47.70887,-122.33494,1.0,91935.0,69854.0,6257.4,74.0,6963616.5,49.28
98133.0,47.7126,-122.33782,1.0,60670.0,3239.0,3957.2,56.8,4765753.5,33.22
98103.0,47.69814,-122.34295,1.0,46846.0,10033.0,4237.6,60.4,971155.625,34.0
98108.0,47.52696,-122.32913,1.0,50417.0,13638.0,5701.0,14.0,1847401.0,58.67
98101.0,47.60613,-122.34115,1.0,43728.0,31872.2,7213.2,51.6,11508035.0,611.19
98133.0,47.70449,-122.33272,1.0,133298.0,69204.4,18103.0,21.0,15640994.0,295.48
98125.0,47.70759,-122.3255,1.0,173106.0,25620.6,1875.0,78.0,6455828.5,91.1
98102.0,47.63451,-122.32505,0.0,113318.0,84000.0,84000.0,85.0,47102428.0,1156.45
98109.0,47.6244,-122.33157,1.0,103970.0,71390.0,5035.6,91.0,6486377.5,45.22
98134.0,47.56089,-122.33474,1.0,104786.0,12527.6,7644.8,93.0,1028376.875,23.86
98134.0,47.55787,-122.335,1.0,51427.0,13864.8,5422.4,55.2,1770027.5,49.9
98134.0,47.55741,-122.33163,0.0,110689.0,12054.0,5612.6,82.4,2339814.25,107.83
98134.0,47.5563,-122.33186,1.0,53620.0,13149.2,6582.8,86.0,2058955.25,22.12
98134.0,47.55623,-122.33316,1.0,50008.0,9308.8,7852.6,62.0,3202213.0,65.3
98119.0,47.6252,-122.36737,1.0,194674.0,111198.0,5882.8,98.0,6657348.5,49.74
98134.0,47.56549,-122.33221,1.0,43920.0,6912.0,4315.4,63.0,2551022.25,107.16
98108.0,47.56158,-122.32754,1.0,76486.0,13534.6,13435.2,70.0,2843033.5,20.29
98134.0,47.56558,-122.32889,1.0,98480.0,13534.6,15312.4,65.0,2831565.5,39.5
98103.0,47.66113,-122.33572,1.0,31602.0,27427.0,18130.0,75.0,3441643.25,64.0
98102.0,47.63465,-122.32592,1.0,66737.0,58218.0,30230.0,44.8,22530168.0,640.71
98102.0,47.63108,-122.32746,1.0,106003.0,63782.0,10808.2,35.4,19155416.0,406.02
98109.0,47.63,-122.3396,1.0,107594.0,15600.0,12000.0,58.0,13898181.0,365.79
98109.0,47.63376,-122.33968,1.0,93905.0,31348.0,6844.4,70.0,5662234.0,39.47
98108.0,47.55515,-122.3275,1.0,93020.0,6453.4,2093.8,60.0,1252323.875,8.73
98121.0,47.6153,-122.35014,1.0,20310.0,2689.600098,5211.2,57.6,711118.375,25.74
98118.0,47.52095,-122.26825,1.0,54434.0,0.0,15281.040039,32.0,13133225.0,306.5
98104.0,47.59878,-122.33458,5.0,193154.0,114878.6,5897.6,100.0,11195917.0,29.43
98104.0,47.59895,-122.33379,1.0,78564.0,17194.8,15312.4,88.0,2830674.75,19.73
98104.0,47.59855,-122.33327,1.0,65088.0,23857.0,2243.0,64.0,6606832.5,134.69
98104.0,47.59856,-122.33379,1.0,63871.0,12759.8,13435.2,82.0,2853189.5,19.89
98104.0,47.59979,-122.3338,1.0,34647.0,26039.0,7159.2,87.0,2178074.5,76.8
98104.0,47.60035,-122.33379,1.0,41609.0,28734.0,4253.8,74.0,2094724.625,26.04
98104.0,47.60146,-122.33248,1.0,45799.0,9739.0,4689.0,35.0,3570161.75,24.89
98104.0,47.59962,-122.33247,1.0,123607.0,20795.0,7515.4,79.0,7655751.0,130.31
98104.0,47.59858,-122.33198,1.0,160580.0,14963.8,12480.2,98.0,4336187.5,99.59
98104.0,47.60159,-122.32915,1.0,47145.0,9477.0,9477.0,83.0,3212269.0,22.39
98104.0,47.59871,-122.3299,1.0,33647.0,19705.0,11988.0,68.4,1904480.0,13.28
98134.0,47.59334,-122.32905,1.0,26250.0,18050.0,12400.0,37.0,2371575.0,31.58
98134.0,47.59366,-122.32666,1.0,58472.0,23282.0,4357.0,83.0,2153603.5,65.56
98134.0,47.57941,-122.33131,1.0,50500.0,18000.0,7604.0,37.6,3978277.0,132.6
98134.0,47.57658,-122.33054,1.0,85343.0,13435.0,7832.6,56.0,3155496.0,74.18
98134.0,47.58444,-122.33282,2.0,142901.0,15263.0,7448.4,78.2,2244317.0,15.65
98134.0,47.58361,-122.33369,1.0,104869.0,24427.2,10580.6,80.0,4374646.0,30.5
98134.0,47.58781,-122.33264,1.0,78814.0,9370.6,4489.6,69.0,861972.875,16.48
98134.0,47.59486,-122.33368,1.0,39870.0,11600.0,7000.0,44.6,1776411.75,41.18
98134.0,47.59403,-122.33367,1.0,51040.0,10500.0,6000.0,15.0,2688675.75,18.74
98134.0,47.59363,-122.33371,1.0,39884.0,9270.0,4116.0,91.8,1056782.125,7.37
98104.0,47.59701,-122.33378,1.0,43122.0,10514.0,7109.2,31.0,5608600.5,138.35
98104.0,47.59639,-122.33368,1.0,65508.0,10918.0,7896.4,81.0,2891605.0,20.18
98104.0,47.59806,-122.33475,1.0,183916.0,406.0,21323.8,81.0,9722890.0,67.78
98104.0,47.59767,-122.33467,1.0,273812.0,12102.0,35265.0,43.0,25567108.0,182.14
98134.0,47.59202,-122.33486,1.0,63000.0,15033.2,3513.2,53.0,5968153.5,180.76
98134.0,47.58924,-122.33566,1.0,111774.0,108747.0,49271.0,55.6,63835192.0,445.62
98134.0,47.58365,-122.33467,1.0,144050.0,10129.2,6826.2,26.0,3929371.0,98.43
98104.0,47.58252,-122.33465,1.0,60384.0,24452.6,6301.6,16.0,5049446.5,47.25
98134.0,47.58181,-122.33534,0.0,1000730.0,281296.0,220303.0,79.0,74130576.0,810.7
98134.0,47.57842,-122.33558,1.0,107704.0,22425.8,11667.6,57.0,7221482.5,100.42
98134.0,47.57096,-122.3355,1.0,99084.0,4397.4,1166.4,83.0,1618110.375,49.25
98106.0,47.56676,-122.35247,1.0,72719.0,10544.4,6977.0,28.0,2581741.75,42.74
98134.0,47.59534849,-122.327269,0.0,76624.0,22881.8,14973.6,91.0,2773647.5,33.41
98105.0,47.66158,-122.31625,1.0,53281.0,34701.0,3724.0,2.0,8570571.0,59.75
98109.0,47.62395,-122.33392,1.0,89131.0,37652.0,5615.0,6.0,19248732.0,477.85
98106.0,47.56787,-122.36419,1.0,119083.0,16221.0,10629.8,41.0,8381834.5,58.43
98108.0,47.56664,-122.32346,1.0,56576.0,15986.2,8069.8,66.0,2409429.0,67.29
98104.0,47.60979,-122.32298,1.0,200184.0,78107.0,59215.97968800001,53.0,20560622.0,692.12
98121.0,47.61783,-122.33729,0.0,385196.0,340236.0,67627.0,31.0,39403320.0,734.72
98104.0,47.59794,-122.32767,1.0,303312.0,4738.0,4462.0,32.2,25747022.0,185.39
98101.0,47.6074,-122.33777,1.0,914832.0,348788.0,303910.0,97.0,56498868.0,481.06
98101.0,47.61077,-122.3361,1.0,51881.0,11999.0,9713.0,58.6,2478025.25,17.28
98104.0,47.61002,-122.32222,1.0,197408.0,64555.2,6616.4,46.0,17254810.0,190.1
98122.0,47.60649,-122.31121,1.0,113739.0,34254.2,7625.2,68.0,5792926.0,40.38
98106.0,47.53655,-122.36377,0.0,109758.0,15377.8,5557.8,79.0,5417598.0,94.74
98122.0,47.60707,-122.3288,1.0,201365.0,86270.0,11842.4,58.0,14751117.0,130.32
98104.0,47.60883,-122.32494,1.0,170727.0,69171.0,12934.2,50.0,15067340.0,357.39
98104.0,47.60353,-122.33558,1.0,114919.0,28643.0,8773.0,94.0,8138616.5,282.46
98104.0,47.60197,-122.33437,1.0,46000.0,10500.0,7211.4,55.0,3065954.5,21.37
98134.0,47.59554,-122.32471,1.0,72000.0,20893.6,13703.8,89.0,2729167.75,23.48
98109.0,47.63347,-122.34078,1.0,103000.0,80000.0,2689.4,93.0,5101504.5,35.56
98121.0,47.56797,-122.36711,1.0,50000.0,11527.0,0.0,41.2,9029489.0,310.19
98118.0,47.56961,-122.28881,3.0,107427.0,0.0,59215.97968800001,58.4,20725996.0,530.62
98101.0,47.61567,-122.33503,1.0,232443.0,97874.0,3534.0,86.0,15725581.0,116.95
98109.0,47.62476,-122.35521,3.0,81385.0,35187.6,10566.640039,70.6,13085297.0,270.17
98101.0,47.6115,-122.33278,1.0,366554.0,122821.0,12200.2,90.0,16020642.0,111.69
98121.0,47.61234,-122.34897,1.0,197040.0,78852.0,4956.6,84.8,5233553.5,36.49
98119.0,47.62497,-122.35965,1.0,98668.0,24427.2,10580.6,91.0,4391348.0,30.61
98134.0,47.57639,-122.32072,1.0,80157.0,34302.0,26937.0,12.0,8751704.0,98.54
98119.0,47.65692,-122.37059,1.0,105100.0,88438.4,38101.379688,1.0,22078064.0,357.86
98121.0,47.63284,-122.37712,1.0,50660.0,10345.0,6932.0,51.0,2661488.0,60.7
98119.0,47.63156,-122.37551,1.0,39879.0,18987.4,7422.0,59.0,2203026.5,55.73
98119.0,47.62302,-122.36476,1.0,104667.0,55000.0,5444.0,1.0,25478086.0,177.62
98119.0,47.62235,-122.36378,1.0,82273.0,42500.0,4778.0,1.0,27137190.0,189.18
98121.0,47.61588,-122.34965,1.0,20565.0,3570.0,3206.6,65.0,802312.5,5.59
98119.0,47.62175,-122.36313,1.0,106449.0,50258.0,9271.2,63.0,7857972.5,54.78
98119.0,47.62101,-122.36188,1.0,133451.0,46763.0,3750.0,56.0,14856199.0,103.57
98119.0,47.61891,-122.35958,1.0,109978.0,78848.0,5664.6,95.0,5514308.5,116.74
98121.0,47.61813,-122.35833,1.0,178625.0,87624.0,14653.0,63.0,12729858.0,88.74
98121.0,47.614,-122.35375,1.0,171783.0,9581.0,4413.0,77.0,10053489.0,70.09
98121.0,47.61287,-122.35022,1.0,126218.0,12717.0,6616.4,99.0,17186624.0,119.81
98101.0,47.60703,-122.34038,1.0,95330.0,6453.4,2381.2,81.0,1262235.25,8.8
98006.0,47.60604,-122.33948,1.0,64055.0,14621.0,12359.0,65.0,4515180.5,50.17
98104.0,47.6047,-122.33739,1.0,110370.0,19801.0,634.0,70.0,6797647.0,47.39
98104.0,47.60247,-122.33621,1.0,80400.0,16080.0,6728.6,86.0,4946798.5,97.82
98104.0,47.60223,-122.33602,1.0,67670.0,13534.0,7852.6,89.0,3241917.0,69.02
98134.0,47.5829,-122.32417,1.0,101633.0,48544.0,10270.0,51.0,8384523.0,119.46
98134.0,47.58716,-122.32214,1.0,110746.0,57500.0,8460.860009799999,66.0,10287986.0,157.48
98134.0,47.58685,-122.32501,1.0,99551.0,11061.0,7904.8,95.0,1015060.188,7.08
98103.0,47.58553,-122.32511,1.0,119593.0,30288.0,7659.8,97.0,2417401.25,95.86
98121.0,47.58042,-122.32552,1.0,129420.0,25620.6,1875.0,12.0,6468090.0,75.29
98134.0,47.58096,-122.32313,1.0,44300.0,24838.0,12349.0,55.0,2848317.25,19.86
98134.0,47.57055,-122.3267,1.0,73335.0,0.0,2689.4,63.8,5197118.0,155.74
98134.0,47.5794,-122.32848,1.0,48400.0,4276.0,4200.0,62.4,1791715.625,48.5
98134.0,47.58241,-122.32866,1.0,61200.0,23384.2,6728.6,16.0,4912143.0,178.62
98134.0,47.58772,-122.32686,1.0,109090.0,6588.4,2874.8,87.0,1555420.25,34.14
98134.0,47.5908,-122.32828,3.0,65700.0,0.0,3090.2,66.4,6858533.5,168.5
98134.0,47.59439,-122.32839,3.0,58605.0,24338.0,18864.0,54.2,3639670.25,25.37
98117.0,47.69197,-122.35877,1.0,168735.0,0.0,0.0,91.0,16865978.0,293.56
98107.0,47.6633,-122.37549,1.0,70074.0,14501.2,6728.6,5.0,4817062.0,33.58
98199.0,47.6592,-122.38437,0.0,31582.0,20962.0,3715.0,59.8,2346571.5,86.9
98105.0,47.65529,-122.32133,1.0,119570.0,23869.0,35265.0,32.2,25631512.0,710.7
98103.0,47.64912,-122.34823,1.0,105206.0,31992.0,6374.0,73.0,8873485.0,61.86
98103.0,47.64932,-122.35187,1.0,77174.0,19115.6,5190.8,33.0,5481549.0,38.21
98109.0,47.62817,-122.34212,1.0,98781.0,8634.0,0.0,57.0,6859198.0,47.82
98109.0,47.6289,-122.32877,1.0,97500.0,88051.0,54106.0,58.4,21042926.0,314.43
98102.0,47.63079,-122.32693,1.0,97365.0,147755.6,35973.0,30.2,36436388.0,1154.79
98119.0,47.62225,-122.35915,1.0,163082.0,83425.0,10786.8,88.0,8655604.0,68.06
98109.0,47.61949,-122.35639,1.0,89075.0,15164.0,3957.2,85.0,4750799.0,65.03
98121.0,47.61472,-122.35566,1.0,90345.0,33380.0,15845.0,43.0,12029600.0,260.13
98121.0,47.61732,-122.34791,1.0,126648.0,23913.0,8529.8,65.0,9343428.0,119.93
98101.0,47.61628,-122.33391,1.0,274362.0,47372.6,7151.2,82.0,16540550.0,147.82
98121.0,47.61599,-122.34165,1.0,270237.0,71602.0,7840.8,85.0,17750994.0,246.83
98121.0,47.61481,-122.33969,1.0,156414.0,10337.0,8208.0,83.0,11480494.0,346.62
98121.0,47.61438,-122.33871,1.0,218997.0,210409.0,154386.2,98.0,274682208.0,1921.82
98104.0,47.60454,-122.33072,1.0,1680937.0,319368.0,66041.8,86.0,92937640.0,882.56
98101.0,47.61418,-122.33485,1.0,312442.0,84800.0,18799.0,90.0,15878689.0,110.7
98101.0,47.6129,-122.33684,1.0,281598.0,27597.0,21519.0,68.0,22104512.0,582.28
98101.0,47.61203,-122.33486,1.0,78920.0,27070.4,9885.0,80.0,8303666.5,109.85
98121.0,47.61051,-122.34439,1.0,120248.0,10853.0,2689.4,93.0,5177270.5,109.16
98101.0,47.61289,-122.33531,1.0,561684.0,100000.0,80000.0,85.0,46510960.0,324.25
98122.0,47.61505,-122.32,1.0,17120.0,15300.0,13400.0,54.6,3686962.25,150.88
98101.0,47.61036,-122.34037,1.0,138257.0,0.0,8949.0,97.0,3775187.5,133.8
98101.0,47.60956,-122.33715,1.0,45000.0,15200.0,6090.8,59.0,2443141.5,27.82
98101.0,47.60925,-122.33734,1.0,73563.0,46705.4,9271.2,39.0,7802205.5,54.4
98121.0,47.60765,-122.34097,1.0,44913.0,7044.0,7960.2,57.0,2886141.5,20.12
98101.0,47.60765,-122.3348,1.0,371450.0,65451.0,9295.0,43.0,36378588.0,426.39
98101.0,47.60769,-122.33544,1.0,182604.0,13320.0,6246.0,62.0,16246106.0,639.72
98104.0,47.60741,-122.33565,1.0,151740.0,12645.0,10808.2,13.0,19036416.0,132.71
98104.0,47.60582,-122.33464,1.0,145491.0,70603.0,6332.4,25.0,17074142.0,119.03
98101.0,47.60576,-122.33922,1.0,95942.0,15523.0,182.0,91.0,4585070.5,41.8
98104.0,47.60366,-122.33328,1.0,50250.0,21313.0,4139.6,89.0,1968655.125,13.72
98101.0,47.60304,-122.33362,1.0,82053.0,6561.0,6333.0,75.0,6758565.5,169.06
98104.0,47.60573,-122.33028,1.0,983697.0,296815.0,12941.0,95.0,37980712.0,264.78
98104.0,47.6038,-122.33293,1.0,413644.0,9641.6,16186.6600098,74.4,21218290.575,309.534
