ZipCode,Latitude,Longitude,NumberofBuildings,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity
98134.0,47.56785,-122.33361,1.0,45340.0,11520.0,7823.6,73.6,89.59999847,5094197.0,5246590.0,0.0,840932.0,74.31,1.31
98134.0,47.56637,-122.33273,1.0,100000.0,4099.0,0.0,63.2,170.0,17695420.0,17427156.0,0.0,411705.0,142.36,1.37
98103.0,47.69267,-122.35506,1.0,51722.0,0.0,15508.4,41.0,284.5,14715262.0,15076756.0,0.0,6758820.0,414.43,7.12
98155.0,47.73315,-122.3105,1.0,44431.0,13192.8,8965.4,37.0,248.8000031,11054535.0,11311432.0,0.0,4236763.0,272.54,4.66
98109.0,47.62029,-122.33078,1.0,217977.0,4569.0,0.0,95.0,41.59999847,9058916.0,9200102.0,0.0,0.0,54.92,0.16
98109.0,47.62,-122.33027,1.0,98863.0,34220.2,19967.8,42.0,100.5,9937707.0,10443463.0,0.0,2629800.0,190.61,0.72
98144.0,47.59367,-122.30957,1.0,60676.0,13780.0,1324.0,32.0,87.80000305,5444253.5,5444253.5,0.0,12827.0,38.55,0.62
98144.0,47.59388,-122.31124,1.0,60732.0,8142.0,5927.2,89.0,46.20000076,3181045.5,3586460.5,0.0,1475252.0,90.24,1.38
98105.0,47.66517,-122.30186,1.0,83715.0,18575.0,7925.0,26.0,72.40000153,6062770.5,6114351.5,0.0,149593.0,49.17,0.48
98122.0,47.6144,-122.30982,1.0,74864.0,119044.0,8092.0,64.2,163.3999939,12232124.0,12232124.0,0.0,0.0,85.28,1.07
98108.0,47.56407,-122.32765,1.0,263528.0,60388.0,2572.4,92.0,24.79999924,8024064.5,8767252.0,0.0,4475979.0,262.45,0.81
98144.0,47.5928,-122.31599,1.0,218918.0,156487.0,84051.89844,66.0,69.40000153,21027396.0,21290090.0,0.0,2183891.0,247.35,0.81
98102.0,47.64037,-122.32626,1.0,50235.0,25525.0,2875.0,51.4,91.40000153,4855036.5,4910799.5,0.0,0.0,33.85,0.4
98108.0,47.53687,-122.33316,1.0,63896.0,33712.0,8359.4,94.0,20.39999962,1988334.5,2109093.75,0.0,615298.0,42.25,0.43
98109.0,47.62405,-122.33084,1.0,20000.0,15000.0,10000.0,66.0,86.80000305,2603931.25,2758081.75,0.0,991384.0,63.89,0.98
98109.0,47.62488,-122.33007,1.0,78521.0,66650.0,4940.6,62.0,65.40000153,5135040.0,5318277.0,0.0,0.0,35.8,0.25
98125.0,47.70759,-122.3255,1.0,302812.0,21562.4,13661.0,97.0,24.10000038,7290824.5,7783388.0,0.0,1700534.0,129.29,0.43
98133.0,47.70744,-122.33171,1.0,78200.0,28435.4,4233.6,53.0,116.0999985,9080022.0,9266020.0,0.0,4990341.0,293.55,3.4
98125.0,47.7094,-122.31843,0.0,98539.0,29790.0,4940.6,68.2,55.29999924,5450441.5,5502264.5,0.0,184107.0,46.49,0.47
98144.0,47.70732,-122.33279,1.0,86483.0,0.0,4649.8,56.0,73.59999847,6361236.5,6636482.5,0.0,0.0,44.35,0.51
98106.0,47.53926,-122.34143,1.0,34400.0,17200.0,3446.8,75.0,21.79999924,1124543.125,1196293.25,0.0,309035.0,22.1,0.43
98106.0,47.53689,-122.33847,1.0,140520.0,11727.0,5485.6,61.0,15.80000019,2225512.0,2502923.5,0.0,914988.0,57.73,0.41
98109.0,47.63116,-122.34193,1.0,91645.0,66288.0,3006.8,95.0,50.59999847,4636396.5,4636396.5,0.0,575715.0,58.88,0.38
98133.0,47.70887,-122.33494,1.0,91935.0,69854.0,5227.2,60.6,99.69999695,6963616.5,7063953.5,0.0,16010.0,49.28,0.3
98133.0,47.7126,-122.33782,1.0,60670.0,3239.0,2668.6,46.0,74.59999847,4765753.5,4765753.5,0.0,0.0,33.22,0.52
98103.0,47.69814,-122.34295,1.0,46846.0,10033.0,4555.4,82.2,17.10000038,971155.625,1065308.875,0.0,590131.0,34.0,0.64
98108.0,47.52696,-122.32913,1.0,50417.0,7750.4,4795.2,14.0,36.59999847,1847401.0,2149815.75,0.0,992384.0,58.67,1.16
98101.0,47.60613,-122.34115,1.0,43728.0,10882.2,1627.6600098,52.0,263.2000122,11508035.0,11854450.0,0.0,11508035.0,611.19,13.98
98133.0,47.70449,-122.33272,1.0,133298.0,38664.2,8772.0,21.0,117.3000031,15640994.0,16041286.0,0.0,4040810.0,295.48,2.22
98125.0,47.70759,-122.3255,1.0,173106.0,23730.6,4996.2,78.0,37.29999924,6455828.5,6718441.0,0.0,998946.0,91.1,0.54
98102.0,47.63451,-122.32505,0.0,113318.0,84000.0,84000.0,58.2,280.3999939,47102428.0,47837524.0,0.0,17947572.0,1156.45,4.59
98109.0,47.6244,-122.33157,1.0,103970.0,71390.0,4649.8,91.0,62.40000153,6486377.5,6486377.5,0.0,0.0,45.22,0.26
98134.0,47.56089,-122.33474,1.0,104786.0,8547.6,2661.2,93.0,9.800000191,1028376.875,1153253.75,0.0,361659.0,23.86,0.23
98134.0,47.55787,-122.335,1.0,51427.0,8489.8,4063.0,82.6,34.40000153,1770027.5,1901429.125,0.0,814060.0,49.9,0.94
98134.0,47.55741,-122.33163,0.0,110689.0,13606.4,3158.4,67.4,21.10000038,2339814.25,2789899.0,0.0,1983486.0,107.83,0.97
98134.0,47.5563,-122.33186,1.0,53620.0,12411.6,7103.8,86.0,38.40000153,2058955.25,2145554.75,0.0,168371.0,22.12,0.41
98134.0,47.55623,-122.33316,1.0,50008.0,13879.2,10300.6,62.0,64.0,3202213.0,3380481.5,0.0,931375.0,65.3,1.31
98119.0,47.6252,-122.36737,1.0,194674.0,111198.0,6194.2,98.0,34.20000076,6657348.5,6657348.5,0.0,72228.0,49.74,0.17
98134.0,47.56549,-122.33221,1.0,43920.0,6912.0,3490.4,63.0,50.20000076,2551022.25,2551022.25,0.0,1937032.0,107.16,2.11
98108.0,47.56158,-122.32754,1.0,76486.0,9380.2,16123.2,70.0,37.20000076,2843033.5,2792753.5,0.0,10109.0,20.29,0.27
98134.0,47.56558,-122.32889,1.0,98480.0,22689.6,12555.2,65.0,28.79999924,2831565.5,2898646.0,0.0,428218.0,39.5,0.4
98103.0,47.66113,-122.33572,1.0,31602.0,27427.0,18130.0,75.0,64.40000153,3441643.25,3591767.75,0.0,867112.0,64.0,1.21
98102.0,47.63465,-122.32592,1.0,66737.0,58218.0,30230.0,52.2,232.3000031,22530168.0,22846738.0,0.0,10482405.0,640.71,3.64
98102.0,47.63108,-122.32746,1.0,106003.0,63782.0,12064.2,26.6,180.6999969,19155416.0,19419744.0,0.0,5905752.0,406.02,2.39
98109.0,47.63,-122.3396,1.0,107594.0,15600.0,12000.0,58.0,111.4000015,13898181.0,14339818.0,0.0,5828201.0,365.79,2.93
98109.0,47.63376,-122.33968,1.0,93905.0,31348.0,7288.6,70.0,60.29999924,5662234.0,5662234.0,0.0,0.0,39.47,0.42
98108.0,47.55515,-122.3275,1.0,93020.0,8200.8,3036.2,60.0,13.5,1252323.875,1252323.875,0.0,0.0,8.73,0.09
98121.0,47.6153,-122.35014,1.0,20310.0,2689.600098,6371.6,81.2,30.89999962,711118.375,845892.1875,0.0,450480.0,25.74,1.12
98118.0,47.52095,-122.26825,1.0,54434.0,0.0,12170.840038999999,32.0,241.3000031,13133225.0,13564414.0,0.0,4658580.0,306.5,5.02
98104.0,47.59878,-122.33458,5.0,193154.0,136594.0,11218.2,100.0,58.0,11195917.0,11348758.0,0.0,343050.0,29.43,0.19
98104.0,47.59895,-122.33379,1.0,78564.0,9380.2,16123.2,88.0,36.0,2830674.75,2830674.75,0.0,0.0,19.73,0.25
98104.0,47.59855,-122.33327,1.0,65088.0,23857.0,10209.4,64.0,74.30000305,6606832.5,6669621.5,0.0,1920981.0,134.69,1.35
98104.0,47.59856,-122.33379,1.0,63871.0,19320.0,15987.2,82.0,44.70000076,2853189.5,3020795.0,0.0,0.0,19.89,0.27
98104.0,47.59979,-122.3338,1.0,34647.0,26039.0,7350.8,87.0,35.90000153,2178074.5,2380143.75,771085.1875,161866.0,76.8,1.1
98104.0,47.60035,-122.33379,1.0,41609.0,28734.0,6706.2,57.4,29.79999924,2094724.625,2165173.25,0.0,247883.0,26.04,0.31
98104.0,47.60146,-122.33248,1.0,45799.0,9739.0,4689.0,55.2,59.29999924,3570161.75,3740114.25,0.0,0.0,24.89,0.33
98104.0,47.59962,-122.33247,1.0,123607.0,20795.0,11875.0,79.0,53.0,7655751.0,7778893.0,399538.3125,1059498.0,130.31,0.79
98104.0,47.59858,-122.33198,1.0,160580.0,25436.8,7304.8,98.0,27.0,4336187.5,4501784.0,347207.9063,974898.0,99.59,0.62
98104.0,47.60159,-122.32915,1.0,47145.0,9477.0,9477.0,83.0,48.59999847,3212269.0,3408133.75,0.0,0.0,22.39,0.3
98104.0,47.59871,-122.3299,1.0,33647.0,19705.0,11988.0,78.8,29.10000038,1904480.0,2031594.375,0.0,0.0,13.28,0.2
98134.0,47.59334,-122.32905,1.0,26250.0,18050.0,12400.0,37.0,41.79999924,2371575.0,2462293.5,0.0,326159.0,31.58,0.56
98134.0,47.59366,-122.32666,1.0,58472.0,23282.0,3496.8,83.0,26.29999924,2153603.5,2472120.0,0.0,1095539.0,65.56,0.79
98134.0,47.57941,-122.33131,1.0,50500.0,18000.0,7604.0,43.0,52.29999924,3978277.0,4608482.0,0.0,2272874.0,132.6,1.73
98134.0,47.57658,-122.33054,1.0,85343.0,13435.0,12547.2,56.0,31.89999962,3155496.0,3471977.25,0.0,1130923.0,74.18,0.8
98134.0,47.58444,-122.33282,2.0,142901.0,9035.4,7283.0,37.0,15.69999981,2244317.0,2244317.0,0.0,0.0,15.65,0.12
98134.0,47.58361,-122.33369,1.0,104869.0,21199.8,6980.6,80.0,41.70000076,4374646.0,4374646.0,0.0,0.0,30.5,0.24
98134.0,47.58781,-122.33264,1.0,78814.0,5251.2,2637.6,69.0,10.89999962,861972.875,911161.3125,0.0,226846.0,16.48,0.21
98134.0,47.59486,-122.33368,1.0,39870.0,11600.0,7000.0,53.2,30.39999962,1776411.75,1916863.375,0.0,624037.0,41.18,0.7
98134.0,47.59403,-122.33367,1.0,51040.0,10500.0,6000.0,15.0,43.70000076,2688675.75,2688675.75,0.0,0.0,18.74,0.25
98134.0,47.59363,-122.33371,1.0,39884.0,9270.0,4116.0,77.8,18.79999924,1056782.125,1056782.125,0.0,0.0,7.37,0.13
98104.0,47.59701,-122.33378,1.0,43122.0,10514.0,4537.0,31.0,104.5999985,5608600.5,5550151.0,0.0,2151060.0,138.35,2.07
98104.0,47.59639,-122.33368,1.0,65508.0,10918.0,15987.2,81.0,44.09999847,2891605.0,2972492.75,0.0,376.0,20.18,0.27
98104.0,47.59806,-122.33475,1.0,183916.0,406.0,19838.0,81.0,52.70000076,9722890.0,9722890.0,0.0,0.0,67.78,0.37
98104.0,47.59767,-122.33467,1.0,273812.0,12102.0,6989.8,43.0,89.40000153,25567108.0,25567108.0,0.0,84524.0,182.14,0.63
98134.0,47.59202,-122.33486,1.0,63000.0,5979.6,3520.8,53.0,94.69999695,5968153.5,6114759.5,0.0,3016015.0,180.76,2.8
98134.0,47.58924,-122.33566,1.0,111774.0,108747.0,49271.0,80.6,366.3999939,63835192.0,63172816.0,0.0,13053.0,445.62,1.56
98134.0,47.58365,-122.33467,1.0,144050.0,14183.8,11518.6,26.0,27.29999924,3929371.0,4347677.0,0.0,1539546.0,98.43,0.68
98104.0,47.58252,-122.33465,1.0,60384.0,30971.2,5064.6,16.0,83.59999847,5049446.5,5107519.5,0.0,261032.0,47.25,0.78
98134.0,47.58181,-122.33534,0.0,1000730.0,281296.0,220303.0,79.0,49.29999924,74130576.0,75252304.0,0.0,6370020.0,810.7,0.59
98134.0,47.57842,-122.33558,1.0,107704.0,27664.4,9384.0,57.0,67.0,7221482.5,7589347.5,0.0,1085388.0,100.42,0.93
98134.0,47.57096,-122.3355,1.0,99084.0,5507.4,3179.4,83.0,16.29999924,1618110.375,1838287.25,0.0,823022.0,49.25,0.5
98106.0,47.56676,-122.35247,1.0,72719.0,13922.8,9409.0,28.0,35.5,2581741.75,2774363.5,0.0,536307.0,42.74,0.59
98134.0,47.59534849,-122.327269,0.0,76624.0,10929.4,14035.2,91.0,36.20000076,2773647.5,3166841.75,0.0,305100.0,33.41,0.44
98105.0,47.66158,-122.31625,1.0,53281.0,34701.0,3724.0,2.0,150.3000031,8570571.0,8570571.0,0.0,0.0,59.75,0.65
98109.0,47.62395,-122.33392,1.0,89131.0,37652.0,5615.0,6.0,203.1999969,19248732.0,19892050.0,0.0,7448407.0,477.85,3.7
98106.0,47.56787,-122.36419,1.0,119083.0,16221.0,11474.6,41.0,70.40000153,8381834.5,8381834.5,0.0,0.0,58.43,0.42
98108.0,47.56664,-122.32346,1.0,56576.0,8691.8,4496.2,66.0,42.59999847,2409429.0,2540840.5,0.0,1094344.0,67.29,1.19
98104.0,47.60979,-122.32298,1.0,200184.0,62108.2,31084.6,53.0,102.6999969,20560622.0,20764814.0,7815663.0,0.0,692.12,3.06
98121.0,47.61783,-122.33729,0.0,385196.0,340236.0,67627.0,31.0,76.30000305,39403320.0,40754364.0,0.0,9970512.0,734.72,1.42
98104.0,47.59794,-122.32767,1.0,303312.0,4738.0,4462.0,50.8,82.40000153,25747022.0,25747022.0,0.0,127855.0,185.39,0.59
98101.0,47.6074,-122.33777,1.0,914832.0,348788.0,303910.0,97.0,45.29999924,56498868.0,56785916.0,986403.1875,388532.0,481.06,0.3
98101.0,47.61077,-122.3361,1.0,51881.0,11999.0,9713.0,41.8,33.70000076,2478025.25,2478025.25,0.0,0.0,17.28,0.18
98104.0,47.61002,-122.32222,1.0,197408.0,63452.4,10067.4,46.0,87.40000153,17254810.0,17254810.0,994154.3125,0.0,190.1,0.45
98122.0,47.60649,-122.31121,1.0,113739.0,36871.8,6222.8,68.0,50.90000153,5792926.0,5739540.0,0.0,0.0,40.38,0.43
98106.0,47.53655,-122.36377,0.0,109758.0,41985.4,8208.6,79.0,49.40000153,5417598.0,5820712.5,0.0,1234697.0,94.74,1.0
98122.0,47.60707,-122.3288,1.0,201365.0,86270.0,13194.0,58.0,73.30000305,14751117.0,14802479.0,0.0,595647.0,130.32,0.43
98104.0,47.60883,-122.32494,1.0,170727.0,69171.0,9882.6,50.0,88.30000305,15067340.0,15490998.0,3593940.25,0.0,357.39,1.12
98104.0,47.60353,-122.33558,1.0,114919.0,28643.0,8661.6,94.0,56.70000076,8138616.5,8455976.0,2068666.75,1743952.0,282.46,1.37
98104.0,47.60197,-122.33437,1.0,46000.0,10500.0,8389.8,55.0,54.29999924,3065954.5,3065954.5,0.0,0.0,21.37,0.38
98134.0,47.59554,-122.32471,1.0,72000.0,21583.8,16123.2,89.0,37.90000153,2729167.75,2739121.5,0.0,96576.0,23.48,0.33
98109.0,47.63347,-122.34078,1.0,103000.0,80000.0,4952.2,93.0,49.5,5101504.5,5101504.5,0.0,0.0,35.56,0.19
98121.0,47.56797,-122.36711,1.0,50000.0,11527.0,0.0,57.4,180.6000061,9029489.0,9596839.0,0.0,5358726.0,310.19,4.51
98118.0,47.56961,-122.28881,3.0,107427.0,0.0,19613.8,14.8,192.8999939,20725996.0,21406232.0,0.0,8369038.0,530.62,5.2
98101.0,47.61567,-122.33503,1.0,232443.0,97874.0,3534.0,86.0,66.59999847,15725581.0,15725581.0,0.0,158627.0,116.95,0.32
98109.0,47.62476,-122.35521,3.0,81385.0,53300.2,10099.240039,70.4,160.8000031,13085297.0,13360349.0,0.0,3878519.0,270.17,3.32
98101.0,47.6115,-122.33278,1.0,366554.0,122821.0,7716.4,90.0,43.70000076,16020642.0,16339807.0,0.0,0.0,111.69,0.21
98121.0,47.61234,-122.34897,1.0,197040.0,78852.0,4940.6,46.2,66.40000153,5233553.5,5233553.5,0.0,0.0,36.49,0.13
98119.0,47.62497,-122.35965,1.0,98668.0,21199.8,5830.6,91.0,44.5,4391348.0,4395027.0,0.0,0.0,30.61,0.31
98134.0,47.57639,-122.32072,1.0,80157.0,34302.0,26937.0,12.0,67.69999695,8751704.0,9336260.0,0.0,813455.0,98.54,0.62
98119.0,47.65692,-122.37059,1.0,105100.0,64586.4,38874.579688000005,1.0,210.1000061,22078064.0,22571400.0,0.0,4420357.0,357.86,3.4
98121.0,47.63284,-122.37712,1.0,50660.0,11935.0,6358.0,51.0,52.5,2661488.0,2956254.5,0.0,913514.0,60.7,1.2
98119.0,47.63156,-122.37551,1.0,39879.0,9963.4,5485.6,59.0,55.20000076,2203026.5,2421613.25,0.0,874972.0,55.73,0.9
98119.0,47.62302,-122.36476,1.0,104667.0,55000.0,5444.0,1.0,231.3999939,25478086.0,25478086.0,0.0,0.0,177.62,1.08
98119.0,47.62235,-122.36378,1.0,82273.0,42500.0,4778.0,1.0,311.7000122,27137190.0,27137190.0,0.0,0.0,189.18,1.46
98121.0,47.61588,-122.34965,1.0,20565.0,5997.6,5613.4,65.0,39.0,802312.5,830100.0,0.0,0.0,5.59,0.27
98119.0,47.62175,-122.36313,1.0,106449.0,50258.0,7093.6,63.0,73.80000305,7857972.5,7857972.5,0.0,0.0,54.78,0.34
98119.0,47.62101,-122.36188,1.0,133451.0,46763.0,3750.0,56.0,108.3000031,14856199.0,14856199.0,0.0,0.0,103.57,0.56
98119.0,47.61891,-122.35958,1.0,109978.0,78848.0,5060.6,95.0,50.09999847,5514308.5,5799664.5,0.0,1697027.0,116.74,0.56
98121.0,47.61813,-122.35833,1.0,178625.0,87624.0,14653.0,63.0,65.90000153,12729858.0,12729858.0,0.0,0.0,88.74,0.32
98121.0,47.614,-122.35375,1.0,171783.0,9581.0,4413.0,77.0,52.59999847,10053489.0,10445641.0,0.0,0.0,70.09,0.37
98121.0,47.61287,-122.35022,1.0,126218.0,12717.0,10067.4,99.0,123.6999969,17186624.0,17186624.0,0.0,0.0,119.81,0.48
98101.0,47.60703,-122.34038,1.0,95330.0,13298.8,4151.6,81.0,13.19999981,1262235.25,1411471.75,0.0,0.0,8.8,0.06
98006.0,47.60604,-122.33948,1.0,64055.0,14621.0,12359.0,57.6,45.79999924,4515180.5,4682152.5,266262.0,0.0,50.17,0.46
98104.0,47.6047,-122.33739,1.0,110370.0,19801.0,634.0,70.0,52.0,6797647.0,7046428.5,0.0,0.0,47.39,0.28
98104.0,47.60247,-122.33621,1.0,80400.0,16080.0,9108.6,86.0,51.29999924,4946798.5,5268183.0,0.0,1372778.0,97.82,0.87
98104.0,47.60223,-122.33602,1.0,67670.0,13534.0,12547.2,89.0,43.5,3241917.0,3350477.0,0.0,1006018.0,69.02,0.8
98134.0,47.5829,-122.32417,1.0,101633.0,48544.0,10270.0,51.0,52.29999924,8384523.0,8615958.0,0.0,1322385.0,119.46,0.82
98134.0,47.58716,-122.32214,1.0,110746.0,57500.0,16700.4,66.0,92.90000153,10287986.0,10622784.0,0.0,1858797.0,157.48,1.39
98134.0,47.58685,-122.32501,1.0,99551.0,11061.0,8094.4,95.0,9.199999809,1015060.188,1015060.188,0.0,0.0,7.08,0.06
98103.0,47.58553,-122.32511,1.0,119593.0,30288.0,3881.4,97.0,16.10000038,2417401.25,2869350.25,0.0,1712342.0,95.86,0.64
98121.0,47.58042,-122.32552,1.0,129420.0,39658.6,3802.6,12.0,50.0,6468090.0,6562048.5,0.0,654498.0,75.29,0.77
98134.0,47.58096,-122.32313,1.0,44300.0,24838.0,12349.0,55.0,35.0,2848317.25,2882685.0,0.0,0.0,19.86,0.24
98134.0,47.57055,-122.3267,1.0,73335.0,0.0,4937.0,75.2,70.90000153,5197118.0,5459973.5,0.0,2590279.0,155.74,2.12
98134.0,47.5794,-122.32848,1.0,48400.0,4276.0,4200.0,64.8,31.5,1791715.625,2015776.625,0.0,780432.0,48.5,0.85
98134.0,47.58241,-122.32866,1.0,61200.0,17671.6,3015.0,16.0,80.30000305,4912143.0,5285776.5,0.0,3129241.0,178.62,2.92
98134.0,47.58772,-122.32686,1.0,109090.0,9439.4,3533.2,87.0,14.30000019,1555420.25,1667059.125,0.0,504912.0,34.14,0.31
98134.0,47.5908,-122.32828,3.0,65700.0,0.0,10408.6,51.4,104.4000015,6858533.5,7448018.0,0.0,2615822.0,168.5,2.65
98134.0,47.59439,-122.32839,3.0,58605.0,24338.0,18864.0,55.2,33.5,3639670.25,3714717.25,0.0,0.0,25.37,0.23
98117.0,47.69197,-122.35877,1.0,168735.0,0.0,0.0,91.0,100.0,16865978.0,17384564.0,0.0,3814156.0,293.56,2.07
98107.0,47.6633,-122.37549,1.0,70074.0,12848.0,2668.6,5.0,68.69999695,4817062.0,4817062.0,0.0,0.0,33.58,0.36
98199.0,47.6592,-122.38437,0.0,31582.0,20962.0,3715.0,68.8,41.70000076,2346571.5,2685146.5,0.0,1528874.0,86.9,1.54
98105.0,47.65529,-122.32133,1.0,119570.0,23869.0,39153.2,53.0,214.3999939,25631512.0,25736450.0,0.0,11530741.0,710.7,4.95
98103.0,47.64912,-122.34823,1.0,105206.0,31992.0,6374.0,73.0,79.5,8873485.0,8873485.0,0.0,0.0,61.86,0.31
98103.0,47.64932,-122.35187,1.0,77174.0,21362.2,7630.4,33.0,71.0,5481549.0,5481549.0,0.0,0.0,38.21,0.5
98109.0,47.62817,-122.34212,1.0,98781.0,8634.0,0.0,57.0,63.90000153,6859198.0,6859198.0,0.0,0.0,47.82,0.43
98109.0,47.6289,-122.32877,1.0,97500.0,88051.0,54106.0,37.6,139.8999939,21042926.0,21299472.0,0.0,3635421.0,314.43,1.09
98102.0,47.63079,-122.32693,1.0,97365.0,77443.6,39065.8,37.2,374.2000122,36436388.0,35938164.0,0.0,19523202.0,1154.79,9.98
98119.0,47.62225,-122.35915,1.0,163082.0,83425.0,13058.6,88.0,53.09999847,8655604.0,8732968.0,0.0,167210.0,68.06,0.28
98109.0,47.61949,-122.35639,1.0,89075.0,15164.0,7049.2,85.0,53.29999924,4750799.0,5034942.5,0.0,691523.0,65.03,0.63
98121.0,47.61472,-122.35566,1.0,90345.0,33380.0,15845.0,55.8,113.3000031,12029600.0,12289373.0,0.0,3820339.0,260.13,3.38
98121.0,47.61732,-122.34791,1.0,126648.0,23913.0,23917.2,65.0,73.80000305,9343428.0,9836703.0,0.0,1187684.0,119.93,0.8
98101.0,47.61628,-122.33391,1.0,274362.0,67669.0,9549.8,82.0,60.29999924,16540550.0,16572684.0,0.0,704494.0,147.82,0.54
98121.0,47.61599,-122.34165,1.0,270237.0,71602.0,5750.6,85.0,65.69999695,17750994.0,18235512.0,0.0,2667680.0,246.83,0.65
98121.0,47.61481,-122.33969,1.0,156414.0,10337.0,8208.0,83.0,65.59999847,11480494.0,12019477.0,2887565.25,1383432.0,346.62,2.05
98121.0,47.61438,-122.33871,1.0,218997.0,210409.0,66041.8,98.0,639.7000122,274682208.0,274725984.0,0.0,149672.0,1921.82,4.48
98104.0,47.60454,-122.33072,1.0,1680937.0,319368.0,65064.2,86.0,55.29999924,92937640.0,92537256.0,0.0,5085763.0,882.56,0.45
98101.0,47.61418,-122.33485,1.0,312442.0,84800.0,18799.0,90.0,47.90000153,15878689.0,16228155.0,0.0,0.0,110.7,0.29
98101.0,47.6129,-122.33684,1.0,281598.0,27597.0,21519.0,68.0,72.90000153,22104512.0,23128454.0,6090187.5,11981.0,582.28,1.6
98101.0,47.61203,-122.33486,1.0,78920.0,39172.6,14790.2,80.0,105.1999969,8303666.5,8303666.5,0.0,1126320.0,109.85,1.39
98121.0,47.61051,-122.34439,1.0,120248.0,10853.0,9108.6,93.0,39.5,5177270.5,5413374.0,0.0,1416041.0,109.16,0.83
98101.0,47.61289,-122.33531,1.0,561684.0,100000.0,80000.0,90.6,62.29999924,46510960.0,46343304.0,0.0,0.0,324.25,0.34
98122.0,47.61505,-122.32,1.0,17120.0,15300.0,13400.0,63.0,66.40000153,3686962.25,3904791.25,0.0,2713055.0,150.88,2.72
98101.0,47.61036,-122.34037,1.0,138257.0,0.0,9156.8,97.0,27.29999924,3775187.5,4040138.75,1530680.625,0.0,133.8,1.01
98101.0,47.60956,-122.33715,1.0,45000.0,12718.0,7154.8,59.0,54.29999924,2443141.5,2533838.5,0.0,233722.0,27.82,0.33
98101.0,47.60925,-122.33734,1.0,73563.0,76379.6,7093.6,39.0,106.0999985,7802205.5,7802205.5,0.0,153.0,54.4,0.7
98121.0,47.60765,-122.34097,1.0,44913.0,7044.0,8984.4,57.0,55.5,2886141.5,2886141.5,0.0,0.0,20.12,0.39
98101.0,47.60765,-122.3348,1.0,371450.0,65451.0,9295.0,43.0,93.80000305,36378588.0,37351804.0,0.0,3744742.0,426.39,0.87
98101.0,47.60769,-122.33544,1.0,182604.0,13320.0,6246.0,62.0,86.0,16246106.0,17352520.0,7413886.0,127447.0,639.72,2.95
98104.0,47.60741,-122.33565,1.0,151740.0,12645.0,13067.2,13.0,115.8000031,19036416.0,19036416.0,0.0,0.0,132.71,0.7
98104.0,47.60582,-122.33464,1.0,145491.0,70603.0,10067.4,25.0,117.4000015,17074142.0,17267470.0,0.0,0.0,119.03,0.41
98101.0,47.60576,-122.33922,1.0,95942.0,15523.0,182.0,91.0,41.09999847,4585070.5,4675881.5,0.0,213255.0,41.8,0.34
98104.0,47.60366,-122.33328,1.0,50250.0,16325.0,6129.8,89.0,39.20000076,1968655.125,2038746.5,0.0,0.0,13.72,0.26
98101.0,47.60304,-122.33362,1.0,82053.0,6561.0,6333.0,75.0,70.30000305,6758565.5,7066534.5,1736650.625,0.0,169.06,1.45
98104.0,47.60573,-122.33028,1.0,983697.0,296815.0,12941.0,95.0,38.0,37980712.0,39518364.0,0.0,0.0,264.78,0.21
98104.0,47.6038,-122.33293,1.0,28472.8,86907.8,7065.4,62.8,54.839998998,21686776.3,16789440.15,2184213.2,44688.8,306.616,0.71
98104.0,47.60663,-122.32157,1.0,81873.0,67000.0,15112.6,15.0,104.0999985,8523594.0,8588643.0,0.0,649993.0,89.41,0.47
98122.0,47.6094,-122.31506,1.0,60122.0,0.0,4731.2,63.0,11.5,690529.5,745830.3125,0.0,97500.0,9.31,0.15
98104.0,47.5981,-122.33369,1.0,84481.0,8474.0,6612.0,83.0,48.0,4052720.0,4269199.5,0.0,68888.0,31.43,0.33
98104.0,47.6029,-122.32927,1.0,204993.0,47393.0,13077.2,79.0,74.5,15272491.0,16162013.0,4047481.0,0.0,390.67,1.74
98104.0,47.59878,-122.33088,1.0,343400.0,114237.0,15387.6,96.0,39.5,13568148.0,13568148.0,0.0,0.0,94.59,0.21
98104.0,47.59273,-122.33455,1.0,58500.0,5293.6,2846.4,76.0,27.29999924,1594422.5,1849863.625,0.0,876616.0,51.56,0.88
98134.0,47.58958,-122.33369,1.0,49473.0,10408.0,6980.6,30.0,72.69999695,4353025.0,4353025.0,0.0,0.0,30.35,0.49
98134.0,47.58454,-122.3269,1.0,77800.0,0.0,5657.8,83.0,30.29999924,2356376.75,2709055.0,0.0,1238800.0,73.58,1.0
98134.0,47.5829,-122.32417,1.0,50036.0,49086.0,13749.840038999999,81.0,146.0,14469228.0,14522162.0,0.0,1703098.0,179.45,1.81
98134.0,47.58251,-122.32528,1.0,60787.0,13805.0,2408.0,57.6,82.40000153,6345009.5,6528948.0,0.0,990589.0,89.94,1.36
98134.0,47.57613,-122.33864,1.0,101752.0,8068.0,4270.0,39.0,30.79999924,3534690.75,3847929.5,0.0,1876755.0,111.23,0.96
98108.0,47.56301,-122.32564,1.0,152511.0,44897.4,5227.2,76.2,43.79999924,6673138.0,6837936.0,0.0,0.0,46.52,0.33
